total_revenue,total_sales_volume,unique_products,average_price,highest_priced_product,highest_price,lowest_priced_product,lowest_price
38988476.480000004,459573,194,86.25253968253969,CROPPED LEATHER JACKET,439.0,HIGH COLLAR KNIT SWEATER,7.99
